oil_urals,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,usdrub,eurrub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_value,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,fixed_basket,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
76.0999984741,,,,,,,,29.3269996643,42.5676002502,80.9700012207,,38807.1992188,-0.0782085806131,5.0,,1553.06005859,1444.7800293,130.320007324,193.559997559,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,865,865,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.5095005035,42.8064994812,79.3000030518,,38807.1992188,-0.0782085806131,5.0,,1535.7800293,1427.67004395,129.020004272,194.050003052,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,847,847,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.5967006683,42.927898407,78.3099975586,,38807.1992188,-0.0782085806131,5.0,,1538.43005371,1435.01000977,129.679992676,172.880004883,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,856,856,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.4750003815,42.6851997375,77.8199996948,,38807.1992188,-0.0782085806131,5.0,,1561.91003418,1455.65002441,128.880004883,173.429992676,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,846,846,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.5450000763,42.5022010803,77.1100006104,,38807.1992188,-0.0782085806131,5.0,,1559.25,1452.67004395,129.869995117,173.550003052,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,834,834,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.5450000763,42.5022010803,77.1100006104,,38807.1992188,-0.0782085806131,5.0,,1559.25,1452.67004395,129.869995117,173.550003052,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,826,826,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.5450000763,42.5022010803,77.1100006104,,38807.1992188,-0.0782085806131,5.0,,1559.25,1452.67004395,129.869995117,173.550003052,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,827,827,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.5909004211,42.5999984741,77.0999984741,,38807.1992188,-0.0782085806131,5.0,,1581.08996582,1479.5300293,130.119995117,173.830001831,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,828,828,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.6060009003,42.3204994202,77.6299972534,,38807.1992188,-0.0782085806131,5.0,,1580.67004395,1484.0300293,130.300003052,174.169998169,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,829,829,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.7513008118,42.0040016174,76.3199996948,,38807.1992188,-0.0782085806131,5.0,,1556.9699707,1461.22998047,131.020004272,174.669998169,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,830,830,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.7560005188,41.9560012817,74.5800018311,,38807.1992188,-0.0782085806131,5.0,,1530.29003906,1435.90002441,131.169998169,174.850006104,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,831,831,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.8400001526,42.2582015991,72.8300018311,,38807.1992188,-0.0782085806131,5.0,,1489.45996094,1410.38000488,131.029998779,174.720001221,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,832,832,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.8400001526,42.2582015991,72.8300018311,,38807.1992188,-0.0782085806131,5.0,,1489.45996094,1410.38000488,131.029998779,174.720001221,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,833,833,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,29.8400001526,42.2582015991,72.8300018311,,38807.1992188,-0.0782085806131,5.0,,1489.45996094,1410.38000488,131.029998779,174.720001221,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,835,835,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,30.1172008514,42.6453018188,73.6900024414,,38807.1992188,-0.0782085806131,5.0,,1485.92004395,1415.85998535,130.75,174.910003662,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,844,844,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,30.3187999725,42.7602005005,73.2900009155,,38807.1992188,-0.0782085806131,5.0,,1444.32995605,1384.79003906,130.929992676,174.669998169,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,836,836,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
76.0999984741,,,,,,,,30.307800293,42.5526008606,72.2399978638,,38807.1992188,-0.0782085806131,5.0,,1446.35998535,1391.25,130.75,174.669998169,7484970,,,142968,,13.720000267,8375.86425781,,30789.1992188,0.0379999987781,38410.5,,11443.6298828,2882.41699219,251.48399353,106.800003052,6436.24414062,0.0179999992251,0.689999997616,63932.0,732.760620117,0.716000020504,0.284000009298,0.962915062904,12865.0,233.351531982,8.0,3.90000009537,553874.875,95.8000030518,-0.300000011921,14.1000003815,13.8000001907,10.6999998093,11.0,216.0,18.715883255,99.9000015259,99.8000030518,99.5999984741,44.4000015259,95.6999969482,55.0,99.9000015259,0.300000011921,74.1999969482,6.09999990463,5.86999988556,696.599975586,,,,,,,,721.477783203,661,1356.11254883,,837,837,18.0,99.4000015259,7872.84814453,162.899993896,,,,690.0,6221.0,527.0,0.409999996424,993.0,,,63.0299987793,22825.0,
