balance_trade_growth,net_capital_export,average_provision_of_build_contract_moscow,micex,deposits_growth,mortgage_value,mortgage_rate,income_per_cap,unemployment,electric_stove_share,rent_price_4+room_bus,rent_price_3room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,students_state_oneshift,old_education_build_share,provision_doctors,students_reg_sports_share,apartment_fund_sqm
10.5,-0.0663475766778,6.59000015259,1444.7800293,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,865,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1427.67004395,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,847,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1435.01000977,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,856,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1455.65002441,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,846,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1452.67004395,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,834,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1452.67004395,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,826,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1452.67004395,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,827,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1479.5300293,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,828,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1484.0300293,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,829,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1461.22998047,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,830,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1435.90002441,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,831,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1410.38000488,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,832,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1410.38000488,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,833,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1410.38000488,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,835,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1415.85998535,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,844,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1384.79003906,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,836,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1391.25,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,837,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1406.55004883,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,838,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1419.42004395,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,839,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1419.42004395,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,840,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1419.42004395,0.0140789700672,142968,13.720000267,30789.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,841,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1417,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,842,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1436.63000488,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,843,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1431.07995605,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,782,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1395.86999512,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,845,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1355.64001465,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,781,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1355.64001465,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,758,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1355.64001465,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,717,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1322.15002441,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,718,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1338.16003418,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,719,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1327.23999023,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,720,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1329.34997559,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,721,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1304.85998535,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,722,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1304.85998535,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,723,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1304.85998535,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,724,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1319.2199707,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,726,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1361.48999023,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,735,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1354.08996582,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,727,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1338.77001953,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,728,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1353.75,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,729,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1353.75,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,730,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1353.75,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,731,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1353.75,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,732,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1353.75,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,733,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1334.5300293,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,734,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1306.45996094,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,716,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1323.7199707,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,715,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1323.7199707,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,714,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1323.7199707,0.00235351594165,8016,13.9300003052,42083.1992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,713,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1356.27001953,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,696,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1368.08996582,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,697,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1379.31994629,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,698,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1384.43994141,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,699,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1414.36999512,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,700,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1414.36999512,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,701,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1414.36999512,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,702,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1414.36999512,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,703,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1412.55004883,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,704,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1402.34997559,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,705,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1395.91003418,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,706,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1415.75,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,707,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1415.75,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,708,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1415.75,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,709,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1400.18994141,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,710,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1420.76000977,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,711,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1435.31005859,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,712,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1433.44995117,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,725,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1421.08996582,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,736,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1421.08996582,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,737,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1421.08996582,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,738,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1417.55004883,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,761,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1410.60998535,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,762,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1404.77001953,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,763,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1406.66003418,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,764,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1415.54003906,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,765,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1415.54003906,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,766,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1415.54003906,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,767,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1440.19995117,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,768,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1443.81005859,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,770,18,63.0299987793,230310
10.5,-0.0663475766778,6.59000015259,1450.15002441,0.0225355625153,23154,13.6400003433,40617.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,779,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1479.66003418,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,771,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1480.17004395,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,772,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1480.17004395,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,773,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1480.17004395,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,774,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1487.55004883,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,775,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1498.64001465,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,776,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1478.43994141,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,777,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1476.58996582,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,778,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1496.88000488,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,760,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1496.88000488,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,769,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1496.88000488,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,759,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1502.66003418,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,747,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1499.33996582,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,739,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1526.60998535,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,740,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1530.93005371,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,741,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1495.07995605,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,742,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1495.07995605,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,743,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1495.07995605,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,744,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1459.17004395,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,745,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1473.92004395,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,746,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1465.86999512,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,748,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1443.35998535,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,757,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1467.61999512,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,749,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1467.61999512,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,750,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1467.61999512,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,751,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1484.26000977,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,752,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1464.17004395,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,753,18,63.0299987793,230310
14.1000003815,-0.0663475766778,6.59000015259,1430.2800293,0.0164290368557,46163,13.4200000763,49346.6992188,0.0179999992251,55,162,92.9899978638,52,47.3499984741,39.4700012207,31.1100006104,97.8483963013,754,18,63.0299987793,230310
